Type,Name,Category,Price,FoodType,GST,Station,Description,Parent,ShortName,SKU,Default,SelectionType,Min,Max,Required,Group,Item
ITEM,"CLASSIC MARGIHERITA PIZZA","PIZZA & PASTA",199,veg,5,"Kitchen",,,CLASSIC MARGIHE,TCV0087,,,,,,,
ITEM,"FRESH FARM VEGGIE PIZZAA","PIZZA & PASTA",219,veg,5,"Kitchen",,,FRESH FARM VEGG,TCV0088,,,,,,,
ITEM,"PANEER & CORN CAPSICUM PIZZAA","PIZZA & PASTA",239,veg,5,"Kitchen",,,PANEER & CORN C,TCV0089,,,,,,,
ITEM,"PERI PERI PANEER TIKKA PIZZAA","PIZZA & PASTA",249,veg,5,"Kitchen",,,PERI PERI PANEE,TCV0090,,,,,,,
ITEM,"CHICKEN FEAST ONION MOZZARELLAA","PIZZA & PASTA",269,nonveg,5,"Kitchen",,,CHICKEN FEAST O,TCV0091,,,,,,,
ITEM,"PERI PERI CHICKEN TIKKA PIZZA","PIZZA & PASTA",279,nonveg,5,"Kitchen",,,PERI PERI CHICK,TCV0092,,,,,,,
ITEM,"PEPPERONI CHICKEN PIZZAA","PIZZA & PASTA",299,nonveg,5,"Kitchen",,,PEPPERONI CHICK,TCV0093,,,,,,,
ITEM,"CHEESE PASTA","PIZZA & PASTA",249,veg,5,"Kitchen",,,CHEESE PASTA,TCV0094,,,,,,,
ITEM,"PENNE ALFREDO (WSP)","PIZZA & PASTA",299,veg,5,"Kitchen",,,PENNE ALFREDO (,TCV0095,,,,,,,
ITEM,"CHICKEN CHEESE PASTA","PIZZA & PASTA",329,nonveg,5,"Kitchen",,,CHICKEN CHEESE,TCV0096,,,,,,,

CATEGORY,"BURGER & SANDWICH",,,,,"Kitchen",,"",,,,,,,,,
ITEM,"CLASSIC VEG BURGER","BURGER & SANDWICH",119,veg,5,"Kitchen",,,CLASSIC VEG BUR,TCV0097,,,,,,,
ITEM,"CLASSIC CHEESE BURGER","BURGER & SANDWICH",139,veg,5,"Kitchen",,,CLASSIC CHEESE,TCV0098,,,,,,,
ITEM,"PANEER TIKKA BURGER","BURGER & SANDWICH",149,veg,5,"Kitchen",,,PANEER TIKKA BU,TCV0099,,,,,,,
ITEM,"DOUBLE CHEESE PANEER  BURGER","BURGER & SANDWICH",169,veg,5,"Kitchen",,,DOUBLE CHEESE P,TCV0100,,,,,,,
ITEM,"CLASSIC CHICKEN BURGER","BURGER & SANDWICH",159,nonveg,5,"Kitchen",,,CLASSIC CHICKEN,TCV0101,,,,,,,
ITEM,"CHICKEN TIKKA BURGER","BURGER & SANDWICH",179,nonveg,5,"Kitchen",,,CHICKEN TIKKA B,TCV0102,,,,,,,
ITEM,"PERI PERI CHICKEN BURGER","BURGER & SANDWICH",189,nonveg,5,"Kitchen",,,PERI PERI CHICK,TCV0103,,,,,,,
ITEM,"VEG CLUB SANDWICH","BURGER & SANDWICH",159,veg,5,"Kitchen",,,VEG CLUB SANDWI,TCV0104,,,,,,,
ITEM,"CHICKEN CLUB SANDWICH","BURGER & SANDWICH",229,nonveg,5,"Kitchen",,,CHICKEN CLUB SA,TCV0105,,,,,,,
ITEM,"GOURMET CHICKEN SANDWICH","BURGER & SANDWICH",239,nonveg,5,"Kitchen",,,GOURMET CHICKEN,TCV0106,,,,,,,

CATEGORY,"TANDOOR VEG STARTER",,,,,"Tandoor",,"Vegetarian",,,,,,,,,
ITEM,"PANEER TIKKA","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,PANEER TIKKA,TCV0107,,,,,,,
ITEM,"PANEER PAHADI TIKKA","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,PANEER PAHADI T,TCV0108,,,,,,,
ITEM,"PANEER GARLIC TIKKA","TANDOOR VEG STARTER",329,veg,5,"Tandoor",,,PANEER GARLIC T,TCV0109,,,,,,,
ITEM,"PANEER PARDA","TANDOOR VEG STARTER",349,veg,5,"Tandoor",,,PANEER PARDA,TCV0110,,,,,,,
ITEM,"PANEER MALAI TIKKA","TANDOOR VEG STARTER",329,veg,5,"Tandoor",,,PANEER MALAI TI,TCV0111,,,,,,,
ITEM,"MUSHROOM STUFF TIKKA","TANDOOR VEG STARTER",329,veg,5,"Tandoor",,,MUSHROOM STUFF,TCV0112,,,,,,,
ITEM,"MUSHROOM TIKKA","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,MUSHROOM TIKKA,TCV0113,,,,,,,
ITEM,"HARA BHARA KEBAB","TANDOOR VEG STARTER",279,veg,5,"Tandoor",,,HARA BHARA KEBA,TCV0114,,,,,,,
ITEM,"CORN KEBAB","TANDOOR VEG STARTER",279,veg,5,"Tandoor",,,CORN KEBAB,TCV0115,,,,,,,
ITEM,"CHEEZ CHASKA KEBAB","TANDOOR VEG STARTER",279,veg,5,"Tandoor",,,CHEEZ CHASKA KE,TCV0116,,,,,,,
