Type,Name,Category,Price,FoodType,GST,Station,Description,Parent,ShortName,SKU,Default,SelectionType,Min,Max,Required,Group,Item
VARIANT,Single,,,299,,,,,,,MCN007-S,yes,,,,,Fish Curry
VARIANT,Family,,,449,,,,,,,MCN007-F,no,,,,,Fish Curry
ITEM,Egg Curry,Main Course Non-Veg,199,egg,5,Kitchen,,,Egg Curry,MCN008,,,,,,,
ITEM,Egg Masala,Main Course Non-Veg,229,egg,5,Kitchen,,,Egg Masala,MCN009,,,,,,,

ITEM,Tandoori Roti,Breads,30,veg,5,Tandoor,,,Tand Roti,BRD001,,,,,,,
ITEM,Tandoori Roti Butter,Breads,35,veg,5,Tandoor,,,Roti Butter,BRD002,,,,,,,
ITEM,Butter Naan,Breads,50,veg,5,Tandoor,,,Butter Naan,BRD003,,,,,,,
ITEM,Garlic Naan,Breads,60,veg,5,Tandoor,,,Garlic Naan,BRD004,,,,,,,
ITEM,Cheese Naan,Breads,75,veg,5,Tandoor,,,Cheese Naan,BRD005,,,,,,,
ITEM,Kashmiri Naan,Breads,80,veg,5,Tandoor,,,Kash Naan,BRD006,,,,,,,
ITEM,Aloo Paratha,Breads,89,veg,5,Tandoor,,,Aloo Prtha,BRD007,,,,,,,
ITEM,Laccha Paratha,Breads,60,veg,5,Tandoor,,,Laccha,BRD008,,,,,,,

ITEM,Plain Rice,Rice & Biryani,139,veg,5,Kitchen,,,Plain Rice,RIC001,,,,,,,
ITEM,Jeera Rice,Rice & Biryani,159,veg,5,Kitchen,,,Jeera Rice,RIC002,,,,,,,
ITEM,Veg Pulao,Rice & Biryani,169,veg,5,Kitchen,,,Veg Pulao,RIC003,,,,,,,
ITEM,Kashmiri Pulao,Rice & Biryani,189,veg,5,Kitchen,,,Kash Pulao,RIC004,,,,,,,
ITEM,Veg Biryani,Rice & Biryani,299,veg,5,Kitchen,,,Veg Biryani,RIC005,,,,,,,
ITEM,Egg Biryani,Rice & Biryani,299,egg,5,Kitchen,,,Egg Biryani,RIC006,,,,,,,
ITEM,Chicken Biryani,Rice & Biryani,359,nonveg,5,Kitchen,,,Chkn Biryani,RIC007,,,,,,,
ITEM,Mutton Biryani,Rice & Biryani,449,nonveg,5,Kitchen,,,Mut Biryani,RIC008,,,,,,,

ITEM,Plain Curd,Accompaniments,89,veg,5,Kitchen,,,Plain Curd,ACC001,,,,,,,
ITEM,Mix Veg Raita,Accompaniments,99,veg,5,Kitchen,,,Mix Raita,ACC002,,,,,,,
ITEM,Boondi Raita,Accompaniments,99,veg,5,Kitchen,,,Boondi Raita,ACC003,,,,,,,
ITEM,Papad Roasted,Accompaniments,29,veg,5,Kitchen,,,Papad,ACC004,,,,,,,
ITEM,Masala Papad,Accompaniments,69,veg,5,Kitchen,,,Mas Papad,ACC005,,,,,,,
ITEM,Green Salad,Accompaniments,99,veg,5,Kitchen,,,Green Salad,ACC006,,,,,,,
ITEM,Onion Salad,Accompaniments,89,veg,5,Kitchen,,,Onion Salad,ACC007,,,,,,,

ITEM,Choice of Ice Cream,Desserts,95,veg,5,Dessert,2 Scoops,,Ice Cream,DES001,,,,,,,
ITEM,Gulab Jamun,Desserts,99,veg,5,Dessert,2 Pieces,,Gulab Jamun,DES002,,,,,,,
ITEM,Rasmalai,Desserts,119,veg,5,Dessert,2 Pieces,,Rasmalai,DES003,,,,,,,
ITEM,Brownie With Ice Cream,Desserts,149,veg,5,Dessert,,,Brownie IC,DES004,,,,,,,
ITEM,Chocolate Lava Cake,Desserts,169,veg,5,Dessert,,,Lava Cake,DES005,,,,,,,
ITEM,Phirni,Desserts,99,veg,5,Dessert,,,Phirni,DES006,,,,,,,
ITEM,Shahi Tukda,Desserts,119,veg,5,Dessert,,,Shahi Tukda,DES007,,,,,,,
